"SampleID"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"	"Memb.Total"	"Memb.QC"	"Lev.1.Memb"	"Lev.1.Name"	"Lev.2.Memb"	"Lev.2.Name"	"Lev.Memb.Diff"	"Lev.Memb.close"	"Lev.Prop.Num"	"Lev.Prop.Nar"
"10038_1_06-B-115-First_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10038_1_06-B-115-RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10039_1_06-B-116-First_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10039_1_06-B-116-RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"10039_1_06-B-116-Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10040_1_06-B-117-RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"10040_1_06-B-117-Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10041_1_06-B-118-First_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10041_1_06-B-118-RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10041_1_06-B-118-Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10041_2_06-B-119-First_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10041_2_06-B-119-RANQ_Kick Net 2M2"	0	0	0	0	0.5	0.5	1	"PASS"	0.5	5	0.5	6	0	"tie"	5.5	"5/6 tie"
"10041_2_06-B-119-Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10041_2_06-B-119-Third_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10081_1_06-B-120-First_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10081_1_06-B-120-RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"10081_1_06-B-120-Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10081_1_06-B-120-Third_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10082_1_06-B-121-First_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10082_1_06-B-121-RANQ_Kick Net 2M2"	0	0	0	0	0.5	0.5	1	"PASS"	0.5	5	0.5	6	0	"tie"	5.5	"5/6 tie"
"10082_1_06-B-121-Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10114_1_06-B-122_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10114_1_06-B-122-RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10116_1_06-B-123_Kick Net 2M2"	0	0	0	0.105769230769231	0.894230769230769	0	1	"PASS"	0.894230769230769	5	0.105769230769231	4	0.788461538461538	NA	4.89423076923077	"5+"
"10116_1_06-B-123-RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"10117_1_06-B-124-First_Kick Net 2M2"	0	0	0	0.798941798941799	0.201058201058201	0	1	"PASS"	0.798941798941799	4	0.201058201058201	5	0.597883597883598	NA	4.2010582010582	"4-"
"10117_1_06-B-124-RANQ_Kick Net 2M2"	0	0	0	0	0.5	0.5	1	"PASS"	0.5	5	0.5	6	0	"tie"	5.5	"5/6 tie"
"10117_1_06-B-124-Second_Kick Net 2M2"	0	0	0	0.401869158878505	0.598130841121495	0	1	"PASS"	0.598130841121495	5	0.401869158878505	4	0.19626168224299	"yes"	4.59813084112149	"5+"
"10118_1_06-B-125_Kick Net 2M2"	0	0	0	0.809045226130653	0.190954773869347	0	1	"PASS"	0.809045226130653	4	0.190954773869347	5	0.618090452261306	NA	4.19095477386935	"4-"
"10118_1_06-B-125-RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"10119_1_06-B-126-First_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"10119_1_06-B-126-RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10119_1_06-B-126-Second_Kick Net 2M2"	0	0	0	0.75	0.25	0	1	"PASS"	0.75	4	0.25	5	0.5	NA	4.25	"4-"
"10120_1_06-B-127-First_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"10120_1_06-B-127-RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"10120_1_06-B-127-Second_Kick Net 2M2"	0	0	0	0.758620689655172	0.241379310344828	0	1	"PASS"	0.758620689655172	4	0.241379310344828	5	0.517241379310344	NA	4.24137931034483	"4-"
"11840_1_07-B-010 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11840_1_07-B-010_Kick Net 2M2"	0	0.928571428571428	0.0714285714285715	0	0	0	1	"PASS"	0.928571428571428	2	0.0714285714285715	3	0.857142857142857	NA	2.07142857142857	"2-"
"11841_1_07-B-011 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11841_1_07-B-011_Kick Net 2M2"	0	0.142857142857143	0.857142857142857	0	0	0	1	"PASS"	0.857142857142857	3	0.142857142857143	2	0.714285714285714	NA	2.85714285714286	"3+"
"11842_1_07-B-017 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11842_1_07-B-017 Second_Kick Net 2M2"	0	0	0	0.16751269035533	0.83248730964467	0	1	"PASS"	0.83248730964467	5	0.16751269035533	4	0.66497461928934	NA	4.83248730964467	"5+"
"11842_1_07-B-017_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11843_1_07-B-018 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11843_1_07-B-018 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11843_1_07-B-018_Kick Net 2M2"	0	0	0	0.122994652406417	0.877005347593583	0	1	"PASS"	0.877005347593583	5	0.122994652406417	4	0.754010695187166	NA	4.87700534759358	"5+"
"11844_1_07-B-019 RANQ_Kick Net 2M2"	0	0	0	0	0.5	0.5	1	"PASS"	0.5	5	0.5	6	0	"tie"	5.5	"5/6 tie"
"11844_1_07-B-019 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11844_1_07-B-019_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11845_1_07-B-020 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11845_1_07-B-020 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11845_1_07-B-020_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11846_1_07-B-021 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11846_1_07-B-021_Kick Net 2M2"	0	0	0	0.0144927536231885	0.985507246376812	0	1	"PASS"	0.985507246376812	5	0.0144927536231885	4	0.971014492753624	NA	4.98550724637681	"5+"
"11847_1_07-B-012 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11847_1_07-B-012 Second_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11847_1_07-B-012_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11848_1_07-B-013 RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"11848_1_07-B-013_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11849_1_07-B-014 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11849_1_07-B-014 Second_Kick Net 2M2"	0	0.115384615384615	0.884615384615385	0	0	0	1	"PASS"	0.884615384615385	3	0.115384615384615	2	0.76923076923077	NA	2.88461538461539	"3+"
"11849_1_07-B-014_Kick Net 2M2"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"11850_1_07-B-015 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11850_1_07-B-015_Kick Net 2M2"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"11851_1_07-B-016 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11851_1_07-B-016_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11852_1_07-B-022 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11852_1_07-B-022 Second_Kick Net 2M2"	0	0	0	0.5	0.5	0	1	"PASS"	0.5	4	0.5	5	0	"tie"	4.5	"4/5 tie"
"11852_1_07-B-022 Third_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11852_1_07-B-022_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11853_1_07-B-023 RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"11853_1_07-B-023 Second_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11853_1_07-B-023 Third_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11853_1_07-B-023_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11854_1_07-B-024 RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"11854_1_07-B-024_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11865_1_07-B-030 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11865_1_07-B-030 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11865_1_07-B-030_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11866_1_07-B-031 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11866_1_07-B-031 Second_Kick Net 2M2"	0	0	0	0.937984496124031	0.0620155038759691	0	1	"PASS"	0.937984496124031	4	0.0620155038759691	5	0.875968992248062	NA	4.06201550387597	"4-"
"11866_1_07-B-031_Kick Net 2M2"	0	0	0	0.231527093596059	0.768472906403941	0	1	"PASS"	0.768472906403941	5	0.231527093596059	4	0.536945812807882	NA	4.76847290640394	"5+"
"11868_1_07-B-025 RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"11868_1_07-B-025 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11868_1_07-B-025_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11869_1_07-B-026 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11869_1_07-B-026_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11870_1_07-B-027 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11870_1_07-B-027 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11870_1_07-B-027_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11871_1_07-B-028 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11871_1_07-B-028 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11871_1_07-B-028_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11872_1_07-B-029 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11872_1_07-B-029 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11872_1_07-B-029_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11876_1_07-B-039 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11876_1_07-B-039_Kick Net 2M2"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"11877_1_07-B-036 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11877_1_07-B-036 Second_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11877_1_07-B-036_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11879_1_07-B-037 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11879_1_07-B-037_Kick Net 2M2"	0	0	0.75	0.25	0	0	1	"PASS"	0.75	3	0.25	4	0.5	NA	3.25	"3-"
"11880_1_07-B-035 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11880_1_07-B-035_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11881_1_07-B-038 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11881_1_07-B-038_Kick Net 2M2"	0	0.5	0.5	0	0	0	1	"PASS"	0.5	2	0.5	3	0	"tie"	2.5	"2/3 tie"
"11882_1_07-B-033 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11882_1_07-B-033_Kick Net 2M2"	0	0.0714285714285715	0	0.928571428571428	0	0	1	"PASS"	0.928571428571428	4	0.0714285714285715	2	0.857142857142857	NA	3.85714285714285	"4+"
"11883_1_07-B-034 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11883_1_07-B-034 Second_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11883_1_07-B-034_Kick Net 2M2"	0	0	0.44	0.56	0	0	1	"PASS"	0.56	4	0.44	3	0.12	"yes"	3.56	"4+"
"11884_1_07-B-032 Second_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11884_1_07-B-032 Third_Kick Net 2M2"	0	0	0.5	0.5	0	0	1	"PASS"	0.5	3	0.5	4	0	"tie"	3.5	"3/4 tie"
"11884_1_07-B-032_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11885_1_07-B-040 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11885_1_07-B-040_Kick Net 2M2"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"11886_1_07-B-041 RANQ_NQ Kick"	0	0	0	0	0.5	0.5	1	"PASS"	0.5	5	0.5	6	0	"tie"	5.5	"5/6 tie"
"11886_1_07-B-041_NQ Kick"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"11887_1_07-B-042 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11887_1_07-B-042_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11889_1_07-B-043 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11889_1_07-B-043_Kick Net 2M2"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"11906_1_07-B-044 whole_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11907_1_07-B-045 RANQ_Kick Net 2M2"	0	0	0	0	0	1	1	"PASS"	1	6	0	NA	1	NA	6	"6"
"11907_1_07-B-045_Kick Net 2M2"	0	0.642857142857143	0.357142857142857	0	0	0	1	"PASS"	0.642857142857143	2	0.357142857142857	3	0.285714285714286	NA	2.35714285714286	"2-"
"11951_1_07-B-046 RANQ_Kick Net 2M2"	0	0	0	0	0.5	0.5	1	"PASS"	0.5	5	0.5	6	0	"tie"	5.5	"5/6 tie"
"11951_1_07-B-046 Second_Kick Net 2M2"	0	0	0	0.494845360824742	0.505154639175258	0	1	"PASS"	0.505154639175258	5	0.494845360824742	4	0.010309278350516	"tie"	4.50515463917526	"5/4 tie"
"11951_1_07-B-046_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11952_1_07-B-047 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11952_1_07-B-047_Kick Net 2M2"	0	0.905405405405406	0.0945945945945943	0	0	0	1	"PASS"	0.905405405405406	2	0.0945945945945943	3	0.810810810810812	NA	2.09459459459459	"2-"
"11953_1_07-B-048 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"11953_1_07-B-048_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11956_1_07-B-050 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11956_1_07-B-050_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"11958_1_07-B-052 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"11958_1_07-B-052 Second_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"11958_1_07-B-052_Kick Net 2M2"	0	0	0.507853403141361	0.492146596858639	0	0	1	"PASS"	0.507853403141361	3	0.492146596858639	4	0.015706806282722	"tie"	3.49214659685864	"3/4 tie"
"12000_1_07-B-055 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"12000_1_07-B-055 Second_Kick Net 2M2"	0	0	0	0.75	0.25	0	1	"PASS"	0.75	4	0.25	5	0.5	NA	4.25	"4-"
"12000_1_07-B-055 Third_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"12000_1_07-B-055_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"12001_1_07-B-056 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"12001_1_07-B-056_Kick Net 2M2"	0	0	0	1	0	0	1	"PASS"	1	4	0	NA	1	NA	4	"4"
"12002_1_07-B-057 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"12002_1_07-B-057_Kick Net 2M2"	0	0	0.811881188118812	0.188118811881188	0	0	1	"PASS"	0.811881188118812	3	0.188118811881188	4	0.623762376237624	NA	3.18811881188119	"3-"
"12007_1_07-B-058 RANQ_Kick Net 2M2"	0	0	0	0	0.25	0.75	1	"PASS"	0.75	6	0.25	5	0.5	NA	5.75	"6+"
"12007_1_07-B-058 Second_Kick Net 2M2"	0	0.738095238095238	0.261904761904762	0	0	0	1	"PASS"	0.738095238095238	2	0.261904761904762	3	0.476190476190476	NA	2.26190476190476	"2-"
"12007_1_07-B-058_Kick Net 2M2"	0	0.5	0.5	0	0	0	1	"PASS"	0.5	2	0.5	3	0	"tie"	2.5	"2/3 tie"
"12008_1_07-B-059 RANQ_Kick Net 2M2"	0	0	0	0	0.75	0.25	1	"PASS"	0.75	5	0.25	6	0.5	NA	5.25	"5-"
"12008_1_07-B-059_Kick Net 2M2"	0	0.5	0.5	0	0	0	1	"PASS"	0.5	2	0.5	3	0	"tie"	2.5	"2/3 tie"
"12009_1_07-B-060 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"12009_1_07-B-060_Kick Net 2M2"	0	1	0	0	0	0	1	"PASS"	1	2	0	NA	1	NA	2	"2"
"12010_1_07-B-061 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"12010_1_07-B-061_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
"12011_1_07-B-062 RANQ_Kick Net 2M2"	0	0	0	0	1	0	1	"PASS"	1	5	0	NA	1	NA	5	"5"
"12011_1_07-B-062 Second_Kick Net 2M2"	0	0	1	0	0	0	1	"PASS"	1	3	0	NA	1	NA	3	"3"
